,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg
11013,15.0,9.0,56.95400000000589,+,33.0,27.0,1.4800000000167302,Proctor,BENT,227.4873083333333,33.45041111111112
11014,15.0,10.0,55.85100000000125,+,5.0,44.0,39.290000000001015,Proctor,BENT,227.7327125,5.744247222222223
11015,15.0,11.0,31.52400000000113,+,32.0,28.0,16.69000000000665,Proctor,BENT,227.88135,32.47130277777778
11016,15.0,14.0,48.70900000000077,+,10.0,16.0,37.630000000000905,Proctor,BENT,228.70295416666664,10.277119444444445
11017,15.0,19.0,11.654999999995963,+,36.0,23.0,20.51999999998884,Proctor,BENT,229.79856249999995,36.38903333333333
11018,15.0,21.0,25.57800000000242,+,31.0,57.0,30.63999999999993,Proctor,BENT,230.356575,31.95851111111111
11019,15.0,23.0,49.82000000000653,+,36.0,10.0,55.89999999998838,Proctor,BENT,230.95758333333333,36.18219444444444
11020,15.0,24.0,42.006000000005486,+,62.0,2.0,50.9299999999871,Proctor,BENT,231.175025,62.04748055555555
11021,15.0,26.0,43.25599999999966,+,38.0,41.0,49.2099999999931,Proctor,BENT,231.6802333333333,38.697002777777776
11022,15.0,32.0,50.327000000006734,+,57.0,34.0,30.28000000000248,Proctor,BENT,233.2096958333333,57.57507777777778
11023,15.0,35.0,22.994000000011283,+,34.0,23.0,2.980000000003429,Proctor,BENT,233.84580833333337,34.38416111111111
11024,15.0,36.0,16.805000000004497,+,14.0,20.0,41.16,Proctor,BENT,234.07002083333333,14.344766666666668
11025,15.0,36.0,29.29000000000116,-,2.0,5.0,2.2299999999999542,Proctor,BENT,234.12204166666663,-2.0839527777777778
11026,15.0,39.0,8.605000000001297,+,18.0,33.0,3.910000000000196,Proctor,BENT,234.78585416666664,18.55108611111111
11027,15.0,39.0,28.65900000000877,+,30.0,44.0,22.130000000000507,Proctor,BENT,234.8694125,30.73948055555556
11028,15.0,39.0,53.25600000000805,-,2.0,24.0,11.509999999999252,Proctor,BENT,234.9719,-2.403197222222222
11029,15.0,41.0,5.700000000004621,+,43.0,26.0,58.55999999998801,Proctor,BENT,235.27375,43.4496
11030,15.0,44.0,9.901000000005524,+,17.0,55.0,12.610000000009336,Proctor,BENT,236.04125416666668,17.920169444444447
11031,15.0,44.0,13.24900000000028,+,28.0,38.0,41.57000000000125,Proctor,BENT,236.05520416666664,28.64488055555556
11032,15.0,45.0,48.671000000005904,-,2.0,49.0,59.75999999999885,Proctor,BENT,236.4527958333333,-2.833266666666666
11033,15.0,45.0,54.07800000000336,+,3.0,9.0,19.23000000000016,Proctor,BENT,236.475325,3.1553416666666667
11034,15.0,47.0,9.164000000003654,+,0.0,46.0,31.76000000000002,Proctor,BENT,236.7881833333333,0.7754888888888889
11035,15.0,50.0,19.06900000000676,+,15.0,16.0,12.84000000000077,Proctor,BENT,237.57945416666664,15.270233333333334
11036,15.0,53.0,44.7360000000036,+,23.0,48.0,35.409999999997126,Proctor,BENT,238.4364,23.80983611111111
11037,15.0,53.0,46.573999999997255,+,15.0,30.0,14.570000000001926,Proctor,BENT,238.4440583333333,15.504047222222225
11038,15.0,54.0,0.3730000000017242,-,2.0,20.0,36.35000000000126,Proctor,BENT,238.50155416666664,-2.343430555555556
11039,15.0,58.0,6.47000000000844,+,45.0,19.0,50.92000000002258,Proctor,BENT,239.5269583333333,45.33081111111112
11040,16.0,2.0,45.08800000001997,+,9.0,56.0,2.4900000000003786,Proctor,BENT,240.6878666666667,9.934025
11041,16.0,3.0,18.856000000007786,+,19.0,24.0,18.129999999991355,Proctor,BENT,240.82856666666663,19.40503611111111
11042,16.0,3.0,39.19400000000593,+,28.0,57.0,51.7899999999986,Proctor,BENT,240.91330833333333,28.96438611111111
11043,16.0,4.0,57.04499999999996,+,23.0,55.0,54.51000000001045,Proctor,BENT,241.2376875,23.931808333333336
11044,16.0,8.0,3.711999999997033,+,22.0,11.0,7.199999999996862,Proctor,BENT,242.0154666666666,22.18533333333333
11045,16.0,8.0,11.543000000007169,+,32.0,54.0,21.96999999999093,Proctor,BENT,242.0480958333333,32.906102777777775
11046,16.0,10.0,26.45500000000851,+,25.0,31.0,18.89000000000124,Proctor,BENT,242.61022916666667,25.52191388888889
11047,16.0,13.0,28.940999999992982,+,29.0,37.0,29.41000000000173,Proctor,BENT,243.3705875,29.62483611111111
11048,16.0,14.0,3.630000000008806,+,59.0,0.0,57.24999999999056,Proctor,BENT,243.515125,59.015902777777775
11049,16.0,14.0,14.077000000000908,+,62.0,15.0,20.209999999997308,Proctor,BENT,243.55865416666663,62.25561388888889
11050,16.0,15.0,36.02999999999384,+,19.0,27.0,9.69999999999544,Proctor,BENT,243.90012499999995,19.452694444444443
11051,16.0,16.0,38.0549999999937,+,42.0,27.0,3.6100000000107,Proctor,BENT,244.1585625,42.45100277777778
11052,16.0,16.0,39.03700000000413,+,56.0,20.0,32.95000000001096,Proctor,BENT,244.16265416666664,56.34248611111112
11053,16.0,16.0,53.759000000010246,+,9.0,26.0,24.190000000000254,Proctor,BENT,244.22399583333333,9.440052777777778
11054,16.0,20.0,8.11899999999497,+,42.0,28.0,30.430000000002337,Proctor,BENT,245.0338291666666,42.475119444444445
11055,16.0,20.0,36.08199999999471,+,25.0,21.0,12.8100000000083,Proctor,BENT,245.1503416666666,25.353558333333336
11056,16.0,22.0,29.00199999999586,+,26.0,47.0,15.820000000002494,Proctor,BENT,245.62084166666665,26.78772777777778
11057,16.0,23.0,46.20300000001521,+,10.0,9.0,59.29999999999808,Proctor,BENT,245.9425125,10.166472222222222
11058,16.0,24.0,56.32299999999816,+,46.0,41.0,19.17999999999381,Proctor,BENT,246.23467916666664,46.68866111111111
11059,16.0,25.0,24.089999999998213,+,9.0,32.0,26.64000000000144,Proctor,BENT,246.350375,9.540733333333334
11060,16.0,26.0,10.93799999999817,+,54.0,52.0,11.04999999999336,Proctor,BENT,246.545575,54.86973611111111
11061,16.0,26.0,12.20999999999691,+,54.0,52.0,19.73000000000866,Proctor,BENT,246.550875,54.87214722222223
11062,16.0,30.0,32.366000000001804,+,28.0,54.0,14.849999999989052,Proctor,BENT,247.6348583333333,28.904125
11063,16.0,34.0,2.465000000008501,+,6.0,26.0,30.77999999999946,Proctor,BENT,248.5102708333333,6.441883333333333
11064,16.0,34.0,23.89899999999784,+,34.0,15.0,41.9900000000041,Proctor,BENT,248.59957916666664,34.26166388888889
11065,16.0,38.0,2.6430000000016207,+,37.0,52.0,56.840000000012765,Proctor,BENT,249.5110125,37.88245555555556
11066,16.0,39.0,27.91900000001192,+,53.0,46.0,46.71999999999571,Proctor,BENT,249.86632916666667,53.77964444444444
11067,16.0,40.0,53.83899999999926,+,32.0,47.0,9.519999999985204,Proctor,BENT,250.22432916666665,32.785977777777774
11068,16.0,41.0,46.50500000000136,+,10.0,21.0,27.73000000000053,Proctor,BENT,250.4437708333333,10.357702777777778
11069,16.0,52.0,4.819999999999709,+,30.0,55.0,22.80000000000655,Proctor,BENT,253.0200833333333,30.923
11070,16.0,54.0,24.69900000001161,+,48.0,8.0,36.10000000000298,Proctor,BENT,253.60291250000003,48.14336111111111
11071,16.0,56.0,19.91000000000099,+,43.0,51.0,42.54000000001042,Proctor,BENT,254.0829583333333,43.86181666666667
11072,16.0,57.0,30.996000000013453,+,43.0,19.0,56.30000000000507,Proctor,BENT,254.37915000000004,43.33230555555556
11073,16.0,57.0,31.712000000013347,+,43.0,19.0,27.20000000001108,Proctor,BENT,254.38213333333337,43.32422222222223
11074,16.0,57.0,33.86999999999631,+,43.0,19.0,9.870000000007051,Proctor,BENT,254.391125,43.319408333333335
11075,16.0,58.0,42.725999999990165,+,19.0,12.0,14.909999999993602,Proctor,BENT,254.678025,19.204141666666665
11076,17.0,3.0,33.71800000001002,+,41.0,39.0,57.82000000000437,Proctor,BENT,255.8904916666667,41.66606111111111
11077,17.0,4.0,51.85800000001194,+,24.0,52.0,31.87000000000665,Proctor,BENT,256.21607500000005,24.875519444444446
11078,17.0,6.0,16.525000000012255,+,20.0,6.0,36.70000000000414,Proctor,BENT,256.5688541666667,20.11019444444445
11079,17.0,10.0,41.453000000021234,+,42.0,39.0,51.07999999999379,Proctor,BENT,257.6727208333334,42.66418888888889
11080,17.0,12.0,25.97700000001055,+,29.0,10.0,13.080000000003622,Proctor,BENT,258.10823750000003,29.1703
11081,17.0,16.0,22.210000000013395,+,26.0,8.0,3.080000000002485,Proctor,BENT,259.0925416666667,26.13418888888889
11082,17.0,17.0,25.20700000001483,+,37.0,35.0,13.329999999999131,Proctor,BENT,259.3550291666667,37.58703611111111
11083,17.0,21.0,51.58400000002331,+,47.0,25.0,47.91999999997927,Proctor,BENT,260.4649333333334,47.42997777777777
11084,17.0,23.0,19.336999999999875,+,35.0,58.0,0.2900000000079217,Proctor,BENT,260.8305708333333,35.966747222222224
11085,17.0,26.0,49.79400000000652,+,51.0,3.0,26.479999999990586,Proctor,BENT,261.707475,51.05735555555555
11086,17.0,28.0,16.115000000008877,+,36.0,51.0,7.140000000011924,Proctor,BENT,262.0671458333333,36.85198333333334
11087,17.0,29.0,20.21700000000436,+,54.0,15.0,17.680000000007112,Proctor,BENT,262.3342375,54.25491111111111
11088,21.0,25.0,43.55800000001864,+,0.0,55.0,53.169999999999646,Proctor,BENT,321.4314916666667,0.931436111111111
11089,21.0,57.0,2.1199999999953434,-,7.0,50.0,31.40000000000001,Proctor,BENT,329.25883333333326,-7.842055555555556
11090,22.0,18.0,42.59399999999943,-,9.0,21.0,29.34000000000069,Proctor,BENT,334.677475,-9.35815
11091,22.0,39.0,2.665000000002351,-,9.0,32.0,43.07000000000116,Proctor,BENT,339.76110416666666,-9.545297222222224
11092,22.0,54.0,5.103000000003135,+,0.0,10.0,36.38000000000002,Proctor,BENT,343.5212625,0.1767722222222222
11093,23.0,12.0,54.212999999998885,+,0.0,15.0,13.559999999999944,Proctor,BENT,348.22588749999994,0.2537666666666666
11094,23.0,37.0,31.414000000006865,+,0.0,43.0,31.63999999999988,Proctor,BENT,354.3808916666666,0.7254555555555555
11095,23.0,37.0,45.69500000001369,+,0.0,41.0,53.75000000000014,Proctor,BENT,354.4403958333333,0.6982638888888889
11096,23.0,51.0,54.32900000001212,+,0.0,33.0,19.690000000000083,Proctor,BENT,357.97637083333336,0.5554694444444445
11097,2.0,8.0,19.450999999999823,-,7.0,8.0,20.440000000001103,Proctor,OTHER,32.08104583333333,-7.139011111111111
11098,7.0,10.0,5.001000000004652,+,50.0,3.0,8.269999999999982,Proctor,OTHER,107.5208375,50.05229722222222
11099,7.0,16.0,39.63200000000043,+,41.0,34.0,5.730000000023097,Proctor,OTHER,109.16513333333332,41.56825833333334
11100,7.0,17.0,34.87300000000381,+,37.0,45.0,19.850000000010937,Proctor,OTHER,109.39530416666668,37.75551388888889
11101,7.0,34.0,23.462000000000387,+,35.0,6.0,48.190000000001874,Proctor,OTHER,113.59775833333332,35.11338611111111
11102,7.0,34.0,31.760000000002577,+,50.0,7.0,15.31000000000688,Proctor,OTHER,113.63233333333334,50.120919444444446
11103,7.0,56.0,40.80000000000297,+,60.0,30.0,23.11999999999159,Proctor,OTHER,119.17,60.50642222222222
11104,8.0,0.0,59.73499999999845,+,13.0,49.0,55.769999999996,Proctor,OTHER,120.24889583333332,13.832158333333332
11105,8.0,2.0,1.9110000000029004,+,63.0,53.0,6.010000000001696,Proctor,OTHER,120.5079625,63.88500277777778
11106,8.0,8.0,17.002999999996575,+,49.0,28.0,15.970000000008326,Proctor,OTHER,122.07084583333332,49.47110277777778
11107,8.0,11.0,39.9520000000004,+,10.0,29.0,29.74999999999767,Proctor,OTHER,122.91646666666664,10.491597222222222
11108,8.0,13.0,48.150999999999726,+,14.0,40.0,53.66999999999536,Proctor,OTHER,123.45062916666664,14.681575
11109,8.0,22.0,46.02599999999868,+,52.0,0.0,30.070000000009145,Proctor,OTHER,125.69177499999998,52.00835277777778
11110,8.0,40.0,52.44299999999811,+,14.0,27.0,2.079999999998279,Proctor,OTHER,130.21851249999995,14.450577777777776
11111,8.0,43.0,7.450000000000472,+,17.0,0.0,20.300000000000296,Proctor,OTHER,130.78104166666665,17.00563888888889
11112,8.0,54.0,59.76300000000151,+,30.0,20.0,53.73999999999768,Proctor,OTHER,133.7490125,30.34826111111111
11113,8.0,55.0,49.03700000000697,+,42.0,4.0,18.8000000000136,Proctor,OTHER,133.95432083333336,42.07188888888889
11114,8.0,56.0,3.0540000000024747,-,3.0,41.0,23.20000000000107,Proctor,OTHER,134.012725,-3.6897777777777785
11115,8.0,56.0,4.51600000000326,+,48.0,29.0,7.430000000011319,Proctor,OTHER,134.01881666666665,48.48539722222223
11116,9.0,2.0,9.22100000000043,-,6.0,24.0,3.710000000000804,Proctor,OTHER,135.5384208333333,-6.401030555555556
11117,9.0,6.0,57.68000000000569,+,46.0,7.0,45.29999999999632,Proctor,OTHER,136.74033333333335,46.12925
11118,9.0,7.0,51.7500000000058,+,49.0,22.0,17.74999999999409,Proctor,OTHER,136.96562500000002,49.37159722222222
11119,9.0,10.0,11.993999999995708,+,14.0,31.0,20.08000000000024,Proctor,OTHER,137.54997499999996,14.522244444444445
11120,9.0,16.0,10.771000000002005,+,10.0,53.0,46.959999999998985,Proctor,OTHER,139.04487916666665,10.896377777777776
11121,9.0,16.0,36.40600000000887,+,63.0,48.0,13.839999999997303,Proctor,OTHER,139.1516916666667,63.80384444444445
11122,9.0,17.0,34.91099999999847,+,42.0,59.0,5.960000000013679,Proctor,OTHER,139.39546249999998,42.98498888888889
11123,9.0,19.0,28.95900000000381,+,27.0,32.0,11.680000000005748,Proctor,OTHER,139.8706625,27.53657777777778
11124,9.0,21.0,12.01500000000749,+,57.0,44.0,17.390000000009422,Proctor,OTHER,140.30006250000002,57.73816388888889
11125,9.0,21.0,19.726000000007247,+,36.0,21.0,27.610000000009336,Proctor,OTHER,140.3321916666667,36.35766944444445
11126,9.0,25.0,38.92800000000349,+,36.0,27.0,19.490000000009218,Proctor,OTHER,141.41219999999998,36.45541388888889
11127,9.0,28.0,20.79800000000958,+,55.0,5.0,12.910000000010768,Proctor,OTHER,142.08665833333336,55.08691944444445
11128,9.0,33.0,24.172000000009035,+,22.0,22.0,38.35000000000434,Proctor,OTHER,143.3507166666667,22.37731944444445
11129,9.0,55.0,20.88300000000558,+,27.0,11.0,59.34000000000111,Proctor,OTHER,148.8370125,27.199816666666667
11130,9.0,58.0,40.4289999999979,-,6.0,17.0,31.66000000000075,Proctor,OTHER,149.66845416666663,-6.292127777777778
11131,10.0,24.0,57.23900000000896,+,27.0,43.0,57.95999999999964,Proctor,OTHER,156.23849583333336,27.732766666666667
11132,10.0,25.0,33.24300000000662,+,35.0,57.0,44.7600000000125,Proctor,OTHER,156.38851250000002,35.96243333333334
11133,10.0,29.0,32.19599999999531,+,64.0,1.0,46.68000000001143,Proctor,OTHER,157.38414999999995,64.02963333333334
11134,10.0,48.0,26.47800000000416,+,7.0,20.0,33.93999999999906,Proctor,OTHER,162.110325,7.342761111111111
11135,10.0,49.0,14.146000000001491,+,0.0,59.0,44.99999999999957,Proctor,OTHER,162.30894166666664,0.9958333333333332
11136,10.0,50.0,35.845000000004745,+,55.0,29.0,56.69999999999277,Proctor,OTHER,162.64935416666663,55.49908333333333
11137,10.0,55.0,0.9860000000003312,+,52.0,2.0,1.2999999999937015,Proctor,OTHER,163.7541083333333,52.03369444444444
11138,11.0,5.0,31.78300000000931,+,41.0,5.0,48.469999999997526,Proctor,OTHER,166.3824291666667,41.09679722222222
11139,11.0,10.0,27.756999999995458,+,5.0,25.0,34.68000000000124,Proctor,OTHER,167.61565416666662,5.4263
11140,11.0,15.0,4.657999999997742,+,11.0,7.0,38.91000000000162,Proctor,OTHER,168.7694083333333,11.127475
11141,11.0,22.0,29.53300000000453,+,21.0,24.0,42.8299999999885,Proctor,OTHER,170.62305416666666,21.41189722222222
11142,11.0,25.0,39.55800000000522,+,58.0,27.0,32.20000000001335,Proctor,OTHER,171.414825,58.45894444444445
11143,11.0,31.0,47.56300000000323,+,35.0,49.0,21.030000000019413,Proctor,OTHER,172.94817916666665,35.82250833333334
11144,11.0,40.0,34.49700000000604,+,44.0,5.0,45.16000000000702,Proctor,OTHER,175.1437375,44.09587777777778
11145,11.0,43.0,15.306000000007174,+,42.0,25.0,24.09999999998149,Proctor,OTHER,175.81377500000002,42.42336111111111
11146,11.0,44.0,25.01400000000501,+,25.0,14.0,6.820000000008122,Proctor,OTHER,176.104225,25.23522777777778
11147,11.0,44.0,27.876000000005376,+,3.0,58.0,11.020000000000891,Proctor,OTHER,176.11615,3.969727777777778
11148,11.0,45.0,23.98000000000522,+,27.0,51.0,5.430000000006316,Proctor,OTHER,176.34991666666667,27.85150833333333
11149,11.0,45.0,31.65400000000673,-,2.0,27.0,13.070000000000732,Proctor,OTHER,176.38189166666666,-2.453630555555556
11150,11.0,50.0,39.696999999999605,-,7.0,54.0,21.540000000000106,Proctor,OTHER,177.66540416666663,-7.905983333333333
11151,11.0,51.0,25.94300000000601,+,54.0,50.0,4.640000000000555,Proctor,OTHER,177.85809583333335,54.83462222222222
11152,12.0,1.0,17.538000000008367,+,12.0,44.0,57.419999999997486,Proctor,OTHER,180.323075,12.749283333333333
11153,12.0,2.0,48.52100000000689,+,32.0,59.0,46.43000000000143,Proctor,OTHER,180.70217083333333,32.99623055555556
11154,12.0,6.0,17.14400000000552,+,38.0,12.0,33.41000000001088,Proctor,OTHER,181.5714333333333,38.20928055555556
11155,12.0,6.0,23.72800000000709,+,38.0,51.0,54.69000000000449,Proctor,OTHER,181.59886666666668,38.86519166666667
11156,12.0,8.0,5.669000000007856,+,25.0,14.0,12.090000000008274,Proctor,OTHER,182.02362083333333,25.23669166666667
11157,12.0,9.0,38.97900000000604,+,22.0,20.0,53.21999999999747,Proctor,OTHER,182.4124125,22.348116666666662
11158,12.0,14.0,39.42800000000432,+,5.0,27.0,54.54000000000143,Proctor,OTHER,183.6642833333333,5.46515
11159,12.0,18.0,19.24200000000951,+,35.0,48.0,15.809999999977435,Proctor,OTHER,184.58017500000005,35.80439166666666
11160,12.0,19.0,42.88400000000351,+,4.0,33.0,33.06000000000012,Proctor,OTHER,184.9286833333333,4.559183333333333
11161,12.0,24.0,13.290000000001214,+,16.0,6.0,0.6300000000004502,Proctor,OTHER,186.055375,16.100175
11162,12.0,25.0,53.46499999999921,+,7.0,39.0,23.499999999999943,Proctor,OTHER,186.4727708333333,7.656527777777778
11163,12.0,26.0,38.250000000004434,+,17.0,49.0,36.49000000000399,Proctor,OTHER,186.659375,17.82680277777778
11164,12.0,37.0,6.391000000002407,+,17.0,16.0,28.18999999999022,Proctor,OTHER,189.27662916666665,17.27449722222222
11165,12.0,42.0,12.366000000002517,+,37.0,58.0,53.570000000011646,Proctor,OTHER,190.551525,37.98154722222223
11166,12.0,48.0,4.106000000006276,+,17.0,25.0,51.50000000000432,Proctor,OTHER,192.0171083333333,17.430972222222223
11167,12.0,49.0,56.84800000000706,+,24.0,52.0,4.220000000005371,Proctor,OTHER,192.48686666666669,24.86783888888889
11168,12.0,51.0,25.1159999999986,+,11.0,0.0,27.63999999999882,Proctor,OTHER,192.85465,11.007677777777776
11169,12.0,54.0,13.07600000000221,+,17.0,57.0,54.989999999993984,Proctor,OTHER,193.5544833333333,17.965275
11170,13.0,23.0,16.92700000000727,-,3.0,18.0,12.729999999998824,Proctor,OTHER,200.82052916666663,-3.303536111111111
11171,13.0,26.0,44.80000000000018,+,3.0,11.0,56.86999999999852,Proctor,OTHER,201.68666666666664,3.199130555555555
11172,13.0,28.0,49.221000000007535,+,27.0,52.0,17.96000000000106,Proctor,OTHER,202.2050875,27.87165555555556
11173,13.0,33.0,59.999000000005935,+,44.0,19.0,47.2600000000034,Proctor,OTHER,203.4999958333333,44.329794444444445
11174,13.0,34.0,53.45499999999802,-,1.0,32.0,40.69999999999922,Proctor,OTHER,203.72272916666665,-1.5446388888888885
11175,13.0,36.0,32.40100000000595,+,21.0,19.0,58.06999999999988,Proctor,OTHER,204.13500416666668,21.332797222222226
11176,13.0,39.0,34.70700000001003,+,0.0,16.0,41.34999999999991,Proctor,OTHER,204.8946125,0.2781527777777777
11177,13.0,49.0,8.889000000002625,+,14.0,11.0,18.390000000003823,Proctor,OTHER,207.2870375,14.188441666666668
11178,14.0,4.0,27.67800000000861,+,56.0,6.0,4.690000000015857,Proctor,OTHER,211.115325,56.10130277777778
11179,14.0,6.0,25.760000000007608,+,25.0,9.0,29.25999999998993,Proctor,OTHER,211.6073333333333,25.15812777777777
11180,14.0,14.0,54.07000000000352,+,54.0,55.0,47.68999999998016,Proctor,OTHER,213.72529166666664,54.92991388888888
11181,14.0,18.0,13.337000000009596,+,9.0,52.0,39.58000000000041,Proctor,OTHER,214.5555708333333,9.877661111111111
11182,14.0,18.0,59.406000000008845,+,11.0,7.0,18.740000000001373,Proctor,OTHER,214.747525,11.121872222222224
11183,14.0,19.0,24.98800000000457,+,34.0,17.0,6.779999999988036,Proctor,OTHER,214.85411666666667,34.28521666666666
11184,14.0,20.0,41.35300000000086,+,6.0,50.0,59.98999999999967,Proctor,OTHER,215.17230416666663,6.849997222222222
11185,14.0,21.0,42.68500000000458,+,10.0,16.0,24.56000000000401,Proctor,OTHER,215.42785416666663,10.27348888888889
11186,14.0,29.0,55.5320000000043,+,40.0,10.0,58.31999999998345,Proctor,OTHER,217.48138333333333,40.18286666666666
11187,14.0,35.0,26.45400000000677,+,27.0,53.0,33.74999999999318,Proctor,OTHER,218.860225,27.89270833333333
11188,14.0,39.0,15.260000000000533,+,32.0,54.0,50.809999999984825,Proctor,OTHER,219.8135833333333,32.914113888888885
11189,14.0,40.0,20.50699999999992,+,11.0,24.0,56.34000000000427,Proctor,OTHER,220.0854458333333,11.41565
