,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg
17338,217.0,8.0,5.590291260814411,+,53.0,10.0,21.53927620034608,LoMorph,OTHER,217.1348861920169,53.17264979894454
17339,217.0,8.0,24.708381029024626,+,48.0,47.0,5.4909724508650015,LoMorph,OTHER,217.1401967725081,48.784858603458574
17340,217.0,8.0,36.5697413304315,+,46.0,52.0,36.81403289095783,LoMorph,OTHER,217.143491594814,46.87689278691416
17344,217.0,11.0,58.08323175480382,+,56.0,27.0,51.80108903941971,LoMorph,OTHER,217.1994675643764,56.46438919139984
17345,217.0,11.0,59.77112573191562,+,47.0,24.0,31.21266570935916,LoMorph,OTHER,217.1999364238144,47.40867018491927
17347,217.0,14.0,24.10122674332115,+,49.0,9.0,23.08248810572365,LoMorph,OTHER,217.2400281185398,49.15641180225159
17351,217.0,14.0,58.34674747509098,+,55.0,34.0,12.41021001901629,LoMorph,OTHER,217.24954076318755,55.57011394722751
17352,217.0,15.0,4.057663288301683,+,54.0,36.0,48.39736459914491,LoMorph,OTHER,217.2511271286912,54.61344371238865
17355,217.0,15.0,54.07110177939103,+,50.0,8.0,12.738484670317687,LoMorph,OTHER,217.26501975049428,50.13687180129731
17356,217.0,15.0,58.596260114143206,+,50.0,34.0,52.14678437451198,LoMorph,OTHER,217.2662767389206,50.58115188454848
17357,217.0,16.0,5.487492944726,+,50.0,52.0,56.012130759997376,LoMorph,OTHER,217.2681909702624,50.88222559187778
17359,217.0,19.0,9.974102991552629,+,53.0,29.0,10.2240720700172,LoMorph,OTHER,217.319437250831,53.48617335335278
17361,217.0,19.0,34.32958783618915,+,48.0,42.0,36.1974309756863,LoMorph,OTHER,217.32620266328783,48.71005484193769
17362,217.0,20.0,32.31282714166355,+,48.0,24.0,31.699391324537487,LoMorph,OTHER,217.3423091186505,48.40880538647904
17363,217.0,21.0,14.630041618672749,+,50.0,27.0,31.193040176099203,LoMorph,OTHER,217.35406390044963,50.45866473338225
17364,217.0,21.0,47.45507698521806,+,48.0,8.0,16.161203689143804,LoMorph,OTHER,217.36318196582923,48.13782255658032
17365,217.0,21.0,48.254685977715326,+,51.0,12.0,10.029924323926592,LoMorph,OTHER,217.36340407943823,51.20278609008998
17366,217.0,22.0,17.955584835447098,+,47.0,1.0,21.76132062502859,LoMorph,OTHER,217.37165432912096,47.0227114779514
17368,217.0,22.0,58.76931333039465,+,50.0,59.0,35.54711927402593,LoMorph,OTHER,217.3829914759251,50.99320753313168
17369,217.0,23.0,0.4073031550160522,+,52.0,50.0,48.36349616684004,LoMorph,OTHER,217.38344647309864,52.84676763782412
17370,217.0,23.0,2.880978392756788,+,46.0,28.0,31.71671427778449,LoMorph,OTHER,217.3841336051091,46.47547686507716
17371,217.0,23.0,14.70362499979501,+,48.0,32.0,52.20240082371845,LoMorph,OTHER,217.38741767361105,48.54783400022881
17373,217.0,23.0,22.38402717506005,+,51.0,17.0,8.092575860137003,LoMorph,OTHER,217.3895511186597,51.28558127107226
17378,217.0,27.0,10.838336577392056,+,46.0,11.0,31.252324367738424,LoMorph,OTHER,217.45301064904928,46.192014534546594
17379,217.0,29.0,24.57986498447781,+,48.0,21.0,48.53346605475451,LoMorph,OTHER,217.4901610736068,48.36348151834854
17380,217.0,30.0,38.73091206733079,+,52.0,3.0,56.79331692065944,LoMorph,OTHER,217.51075858668537,52.06577592136685
17381,217.0,31.0,7.469579996372886,+,45.0,34.0,44.08154024963039,LoMorph,OTHER,217.518741549999,45.57891153895823
17382,217.0,32.0,27.018316265337035,+,52.0,12.0,42.14883577772241,LoMorph,OTHER,217.5408384211848,52.211708009938256
17383,217.0,32.0,27.44999309573359,+,54.0,35.0,7.477522620044397,LoMorph,OTHER,217.54095833141548,54.58541042295001
17384,217.0,34.0,5.5555392066912646,+,50.0,50.0,48.97726886107705,LoMorph,OTHER,217.56820987200183,50.84693813023919
17385,217.0,34.0,23.948903540369884,+,52.0,17.0,33.9002004850488,LoMorph,OTHER,217.57331913987232,52.29275005569029
17386,217.0,35.0,9.07748580475527,+,49.0,8.0,38.17115171776891,LoMorph,OTHER,217.585854857168,49.14393643103272
17388,217.0,39.0,9.34796793006626,+,47.0,38.0,31.21444648966019,LoMorph,OTHER,217.65259665775835,47.642004012913794
17391,217.0,41.0,0.7477942868968057,+,55.0,13.0,38.92628523719111,LoMorph,OTHER,217.68354105396853,55.227479523677
17394,217.0,41.0,40.51078061117096,+,56.0,35.0,40.90794940471199,LoMorph,OTHER,217.69458632794755,56.59469665261242
17395,217.0,41.0,45.05274787047938,+,56.0,12.0,7.390710797470774,LoMorph,OTHER,217.6958479855196,56.20205297522152
17398,217.0,42.0,7.898345922164935,+,49.0,59.0,28.926511810985858,LoMorph,OTHER,217.7021939849784,49.99136847550305
17399,217.0,42.0,26.062699698995857,+,49.0,25.0,7.894252738446994,LoMorph,OTHER,217.70723963880528,49.41885951464957
17400,217.0,42.0,28.105209513755653,+,47.0,39.0,0.6114744714358267,LoMorph,OTHER,217.7078070026427,47.65016985401984
17401,217.0,42.0,50.45569493957373,+,50.0,47.0,5.473036509544045,LoMorph,OTHER,217.7140154708165,50.78485362125265
17402,217.0,43.0,41.804889791121695,+,53.0,41.0,58.610920290333866,LoMorph,OTHER,217.7282791360531,53.69961414452509
17403,217.0,43.0,58.77833017171497,+,48.0,2.0,2.6103860121980915,LoMorph,OTHER,217.73299398060325,48.034058440558944
17404,217.0,45.0,0.0442523821106988,+,49.0,48.0,15.529996974616438,LoMorph,OTHER,217.7500122923284,49.804313888048505
17405,217.0,45.0,7.939632588681889,+,49.0,2.0,36.04039607415814,LoMorph,OTHER,217.75220545349688,49.04334455446504
17406,217.0,45.0,17.785370971603243,+,56.0,19.0,55.485007201202166,LoMorph,OTHER,217.75494038082545,56.332079168667
17407,217.0,45.0,28.21593953703996,+,45.0,56.0,19.270489216753504,LoMorph,OTHER,217.7578377609825,45.938686247004654
17408,217.0,46.0,12.885256371080231,+,45.0,34.0,19.753472729443047,LoMorph,OTHER,217.77024590454752,45.572153742424845
17409,217.0,47.0,34.72580858415768,+,51.0,18.0,34.08213533671585,LoMorph,OTHER,217.79297939127332,51.30946725981576
17410,217.0,48.0,18.416039886649287,+,48.0,13.0,22.82335710632537,LoMorph,OTHER,217.8051155666352,48.22300648808509
17411,217.0,48.0,41.09923129928575,+,50.0,21.0,10.050221679346691,LoMorph,OTHER,217.8114164531387,50.35279172824426
17412,217.0,48.0,47.01128887276809,+,53.0,40.0,20.410826082306244,LoMorph,OTHER,217.81305869135355,53.67233634057842
17415,217.0,49.0,18.13412650658165,+,50.0,21.0,34.76334590055444,LoMorph,OTHER,217.8217039240296,50.359656484972376
17416,217.0,49.0,25.828174276862228,+,45.0,34.0,17.20084116987607,LoMorph,OTHER,217.8238411595213,45.57144467810274
17417,217.0,49.0,39.63505917862221,+,55.0,18.0,21.46483662607011,LoMorph,OTHER,217.8276764053274,55.30596245461835
17418,217.0,49.0,46.9269968009462,+,49.0,47.0,33.67745680455016,LoMorph,OTHER,217.82970194355585,49.79268818244571
17419,217.0,50.0,44.65927056385226,+,55.0,51.0,21.567103623208936,LoMorph,OTHER,217.8457386862677,55.85599086211756
17420,217.0,50.0,48.884475700094754,+,51.0,29.0,15.78686967351132,LoMorph,OTHER,217.8469123543612,51.48771857490931
17421,217.0,51.0,27.955105167236525,+,50.0,50.0,5.993528374412449,LoMorph,OTHER,217.8577653069909,50.83499820232623
17422,217.0,52.0,11.675010831384045,+,48.0,59.0,11.489569494782472,LoMorph,OTHER,217.8699097252309,48.98652488041522
17423,217.0,53.0,5.99642138406125,+,49.0,57.0,19.48980686899404,LoMorph,OTHER,217.88499900594,49.95541383524139
17424,217.0,53.0,10.960217639576513,+,48.0,15.0,57.80972048148669,LoMorph,OTHER,217.8863778382332,48.2660582556893
17425,217.0,53.0,33.82612500437972,+,48.0,36.0,3.5552478343498706,LoMorph,OTHER,217.89272947916788,48.60098756884288
17427,217.0,54.0,49.000943618884776,+,54.0,11.0,51.04402691683788,LoMorph,OTHER,217.91361137322747,54.19751222969912
17428,217.0,55.0,6.547892945309286,+,46.0,42.0,18.032069789122147,LoMorph,OTHER,217.9184855258181,46.70500890827476
17430,217.0,55.0,21.189745550930184,+,56.0,41.0,6.024728275473876,LoMorph,OTHER,217.92255270709748,56.68500686896541
17431,217.0,55.0,23.52545119971409,+,53.0,28.0,23.85220798831938,LoMorph,OTHER,217.9232015142221,53.47329227999676
17432,217.0,55.0,31.103766115757026,+,48.0,8.0,47.47943588605324,LoMorph,OTHER,217.9253066016988,48.146522065523904
17433,217.0,56.0,54.25832435625125,+,55.0,56.0,53.76608352416895,LoMorph,OTHER,217.94840509009896,55.94826835653449
17434,217.0,58.0,10.646135047893496,+,51.0,20.0,53.58199677908431,LoMorph,OTHER,217.9696239264022,51.34821722132752
17436,217.0,58.0,30.0739734298827,+,50.0,20.0,12.500111105805445,LoMorph,OTHER,217.97502054817497,50.33680558641828
17438,217.0,58.0,44.85605211086295,+,50.0,17.0,3.540941084837641,LoMorph,OTHER,217.9791266811419,50.28431692807912
17439,217.0,59.0,14.05071333067326,+,53.0,51.0,56.27882369328688,LoMorph,OTHER,217.9872363092585,53.86563300658147
17441,218.0,2.0,39.25002834466113,+,47.0,34.0,37.820751006481714,LoMorph,OTHER,218.04423611898463,47.577172430835134
17442,218.0,2.0,39.79216763325894,+,53.0,16.0,18.274944623746023,LoMorph,OTHER,218.04438671323143,53.27174304017326
17443,218.0,4.0,23.287656041245555,+,50.0,56.0,4.2583777120592,LoMorph,OTHER,218.07313546001143,50.93451621603113
17444,218.0,4.0,52.11898322880643,+,46.0,24.0,23.00687108452223,LoMorph,OTHER,218.081144162008,46.40639079752348
17445,218.0,4.0,57.584936185899096,+,55.0,54.0,54.20466727425492,LoMorph,OTHER,218.08266248227383,55.91505685202063
17447,218.0,5.0,34.12177271642349,+,48.0,34.0,42.6026776013407,LoMorph,OTHER,218.0928116035324,48.57850074377815
17448,218.0,6.0,8.558600967037364,+,48.0,37.0,30.10103399189916,LoMorph,OTHER,218.1023773891575,48.62502806499775
17449,218.0,7.0,18.37680082302768,+,50.0,5.0,11.148484755941013,LoMorph,OTHER,218.12177133356195,50.08643013465443
17450,218.0,8.0,6.923806371578394,+,48.0,13.0,27.083780601664103,LoMorph,OTHER,218.135256612881,48.22418993905602
17452,218.0,9.0,28.5899561967517,+,48.0,1.0,7.191207866392233,LoMorph,OTHER,218.1579416544991,48.01866422440733
17453,218.0,10.0,3.358314655656613,+,49.0,15.0,37.06069806231653,LoMorph,OTHER,218.1675995318488,49.26029463835064
17455,218.0,10.0,13.04114136039516,+,49.0,49.0,59.7236254356352,LoMorph,OTHER,218.17028920593344,49.83325656262101
17456,218.0,11.0,15.00181286292218,+,51.0,2.0,50.68419337033163,LoMorph,OTHER,218.18750050357303,51.0474122759362
17457,218.0,11.0,35.675374637050936,+,49.0,27.0,31.20001686182433,LoMorph,OTHER,218.1932431596214,49.45866667135051
17458,218.0,12.0,23.121666072261178,+,47.0,40.0,29.83030169371545,LoMorph,OTHER,218.20642268502007,47.67495286158159
17459,218.0,12.0,31.58240255252622,+,52.0,44.0,49.92865955043783,LoMorph,OTHER,218.20877288959792,52.74720240543068
17460,218.0,13.0,16.81607659582596,+,48.0,14.0,15.73910263498192,LoMorph,OTHER,218.2213377990544,48.237705306287495
17461,218.0,13.0,45.07449930026269,+,46.0,38.0,55.74182592831789,LoMorph,OTHER,218.2291873609168,46.64881717386898
17463,218.0,16.0,16.96508019562316,+,51.0,5.0,21.86207582163604,LoMorph,OTHER,218.27137918894323,51.08940613217268
17464,218.0,17.0,22.24986728798968,+,53.0,13.0,58.08107223950401,LoMorph,OTHER,218.28951385202444,53.23280029784431
17466,218.0,18.0,57.03637560728339,+,45.0,46.0,54.96058222491001,LoMorph,OTHER,218.3158434376687,45.78193349506248
17468,218.0,19.0,21.951756869405017,+,49.0,56.0,48.26548731149046,LoMorph,OTHER,218.32276437690817,49.94674041314208
17469,218.0,19.0,40.7807373824744,+,55.0,36.0,16.470790909368702,LoMorph,OTHER,218.3279946492729,55.60457521969705
17470,218.0,19.0,50.42000835441968,+,55.0,5.0,41.81632870854628,LoMorph,OTHER,218.3306722245429,55.09494898019682
17471,218.0,19.0,57.354853782337614,+,51.0,3.0,57.89661278605365,LoMorph,OTHER,218.3325985704951,51.06608239244057
17472,218.0,20.0,15.482648063334636,+,47.0,44.0,7.13293562476224,LoMorph,OTHER,218.33763406890648,47.73531470434021
17473,218.0,20.0,16.11437854126052,+,49.0,14.0,7.030383165949274,LoMorph,OTHER,218.3378095495948,49.2352862175461
17474,218.0,20.0,33.47304558049018,+,52.0,55.0,36.13000888717295,LoMorph,OTHER,218.3426314015501,52.92670278024644
17475,218.0,20.0,54.03153503006024,+,47.0,21.0,10.3128105613132,LoMorph,OTHER,218.3483420930639,47.352864669600365
17477,218.0,21.0,21.15460057790642,+,56.0,14.0,50.62931259631739,LoMorph,OTHER,218.3558762779383,56.24739703127676
17478,218.0,21.0,50.64170218089657,+,46.0,28.0,8.59017072312838,LoMorph,OTHER,218.3640671394947,46.46905282520087
17480,218.0,22.0,58.2414688281051,+,55.0,13.0,43.99228565985823,LoMorph,OTHER,218.38284485245225,55.22888674601663
17483,218.0,24.0,10.047323315061476,+,50.0,40.0,15.762882907108631,LoMorph,OTHER,218.40279092314307,50.671045245251975
17484,218.0,24.0,16.270156041023256,+,49.0,22.0,31.27610433984273,LoMorph,OTHER,218.4045194877892,49.37535447342773
17485,218.0,24.0,25.516080939175936,+,49.0,44.0,29.282488794939923,LoMorph,OTHER,218.40708780026088,49.741467357998594
17486,218.0,24.0,43.09222664728395,+,49.0,41.0,52.67542943133151,LoMorph,OTHER,218.4119700629576,49.69796539706426
17487,218.0,24.0,45.57390437488266,+,50.0,52.0,18.7870939210842,LoMorph,OTHER,218.4126594178819,50.87188530386697
17488,218.0,24.0,53.908052016433885,+,55.0,22.0,50.31222056110096,LoMorph,OTHER,218.41497445889345,55.3806422834892
17490,218.0,25.0,45.68964494477541,+,50.0,9.0,29.49226929400254,LoMorph,OTHER,218.42935823470688,50.15819229702611
17491,218.0,26.0,8.275437506827075,+,49.0,48.0,10.494894390911895,LoMorph,OTHER,218.4356320659741,49.80291524844192
17494,218.0,28.0,10.800652735856602,+,51.0,20.0,54.910038874450606,LoMorph,OTHER,218.46966684798213,51.34858612190957
17496,218.0,28.0,49.78577064893671,+,51.0,17.0,49.97059922967708,LoMorph,OTHER,218.48049604740248,51.29721405534158
17497,218.0,28.0,51.98610694814761,+,52.0,44.0,43.538102141540094,LoMorph,OTHER,218.48110725193004,52.74542725059487
17498,218.0,31.0,7.637384686656787,+,51.0,23.0,14.238569900315383,LoMorph,OTHER,218.51878816241296,51.38728849163898
17499,218.0,32.0,20.72128583217136,+,54.0,26.0,19.299328337387465,LoMorph,OTHER,218.5390892460645,54.4386942578715
17500,218.0,34.0,5.786253440405744,+,54.0,29.0,30.02869365834385,LoMorph,OTHER,218.568273959289,54.49167463712732
17501,218.0,35.0,6.518140294167552,+,47.0,50.0,40.59812459938712,LoMorph,OTHER,218.5851439278595,47.844610590166496
17503,218.0,35.0,52.70449031901308,+,54.0,49.0,2.2956773804799013,LoMorph,OTHER,218.59797346953303,54.81730435482791
17504,218.0,36.0,30.08956545626461,+,53.0,56.0,12.474790523955336,LoMorph,OTHER,218.6083582126268,53.93679855292332
17506,218.0,37.0,1.9054383784737183,+,54.0,14.0,3.548328514319224,LoMorph,OTHER,218.6171959551052,54.23431898014287
17507,218.0,37.0,24.229622024056425,+,51.0,45.0,32.97140436763755,LoMorph,OTHER,218.6233971172289,51.759158723435455
17508,218.0,37.0,25.65144338545224,+,50.0,9.0,55.23853207234083,LoMorph,OTHER,218.62379206760707,50.16534403668676
17509,218.0,37.0,36.46569474542957,+,50.0,40.0,7.942147582966186,LoMorph,OTHER,218.62679602631812,50.668872818773046
17510,218.0,37.0,53.36557390792677,+,48.0,58.0,57.94431065512356,LoMorph,OTHER,218.63149043719665,48.98276230851531
17511,218.0,39.0,1.7625020675131964,+,48.0,41.0,0.8933924453992859,LoMorph,OTHER,218.65048958390764,48.6835814979015
17512,218.0,39.0,31.406138128065777,+,47.0,28.0,35.21780447649235,LoMorph,OTHER,218.6587239272578,47.47644939013236
17514,218.0,39.0,56.532361740946726,+,50.0,47.0,30.62545945412751,LoMorph,OTHER,218.66570343381693,50.79184040540392
17515,218.0,40.0,10.864302572883844,+,47.0,20.0,41.23327127084906,LoMorph,OTHER,218.66968452849247,47.34478701979746
17516,218.0,40.0,41.16991881516015,+,47.0,3.0,27.24484178188618,LoMorph,OTHER,218.67810275522643,47.05756801160608
17517,218.0,40.0,41.19287099504163,+,47.0,40.0,28.83022166138573,LoMorph,OTHER,218.678109130832,47.67467506157261
17518,218.0,40.0,53.25758534792158,+,49.0,51.0,38.87281012948108,LoMorph,OTHER,218.6814604403744,49.86079800281375
17519,218.0,41.0,15.917678310736392,+,48.0,3.0,29.05252977728708,LoMorph,OTHER,218.68775491064187,48.05807014716036
17520,218.0,41.0,39.663424209779805,+,55.0,47.0,44.92318949902938,LoMorph,OTHER,218.69435095116933,55.79581199708306
17522,218.0,42.0,1.0846580262796124,+,46.0,57.0,59.883741296862354,LoMorph,OTHER,218.7003012938962,46.96663437258246
17523,218.0,42.0,30.853326368780927,+,55.0,26.0,27.17782998841983,LoMorph,OTHER,218.70857036843577,55.44088273055234
17524,218.0,42.0,58.16195354436104,+,50.0,13.0,0.1305027068877962,LoMorph,OTHER,218.7161560982068,50.21670291741858
17525,218.0,43.0,34.33958085525546,+,53.0,32.0,30.249456515084034,LoMorph,OTHER,218.7262054391265,53.54173596014308
17526,218.0,43.0,56.08690722298888,+,51.0,16.0,34.48952693516901,LoMorph,OTHER,218.7322463631175,51.276247090815325
17527,218.0,45.0,1.918516370665202,+,48.0,2.0,44.46646684013047,LoMorph,OTHER,218.75053292121407,48.04568512967781
17528,218.0,45.0,7.431570228345663,+,47.0,34.0,41.90490887720898,LoMorph,OTHER,218.75206432506343,47.57830691913256
17529,218.0,45.0,13.187956356659924,+,54.0,48.0,48.49533233708996,LoMorph,OTHER,218.75366332121013,54.81347092564919
17532,218.0,46.0,7.213655070781897,+,49.0,55.0,43.58824640625585,LoMorph,OTHER,218.76867045974188,49.92877451289063
17533,218.0,46.0,9.000527039725057,+,49.0,50.0,30.19374795362353,LoMorph,OTHER,218.7691668130666,49.84172048554267
17534,218.0,46.0,33.234481560330096,+,49.0,55.0,43.85700334395892,LoMorph,OTHER,218.7758984671001,49.92884916759554
17535,218.0,46.0,38.13356689153352,+,55.0,19.0,29.742385877873403,LoMorph,OTHER,218.7772593241365,55.32492844052163
17536,218.0,47.0,13.40719607116398,+,55.0,5.0,4.448316788028706,LoMorph,OTHER,218.7870575544642,55.08456897688556
17537,218.0,47.0,14.366261346463034,+,47.0,6.0,3.2074267694463288,LoMorph,OTHER,218.7873239614852,47.1008909518804
17538,218.0,47.0,36.89162627874112,+,49.0,55.0,7.45206227336439,LoMorph,OTHER,218.79358100729965,49.91873668396482
17539,218.0,48.0,7.970049334683154,+,49.0,59.0,14.381157040188556,LoMorph,OTHER,218.80221390259297,49.98732809917783
17540,218.0,48.0,10.34967270274592,+,46.0,52.0,32.73259635831664,LoMorph,OTHER,218.8028749090841,46.87575905454398
17541,218.0,50.0,29.76279661298804,+,52.0,24.0,57.30635401005827,LoMorph,OTHER,218.8416007768369,52.41591843166946
17542,218.0,51.0,1.1864644323190987,+,49.0,6.0,9.53891274449404,LoMorph,OTHER,218.85032957345345,49.10264969798458
17543,218.0,51.0,35.97832720749011,+,46.0,12.0,15.99212494099504,LoMorph,OTHER,218.85999397977983,46.20444225692805
17544,218.0,51.0,44.89712048204183,+,45.0,45.0,40.11651835099315,LoMorph,OTHER,218.86247142235607,45.76114347731972
17545,218.0,51.0,57.600647854965246,+,55.0,7.0,56.78499794935476,LoMorph,OTHER,218.8660001799597,55.13244027720816
17548,218.0,52.0,25.80610304282117,+,53.0,52.0,2.8935512466733826,LoMorph,OTHER,218.873835028623,53.867470430901854
17549,218.0,52.0,47.75828826964698,+,49.0,34.0,19.37838979408241,LoMorph,OTHER,218.87993285785268,49.57204955272058
17550,218.0,52.0,55.71721379529208,+,55.0,12.0,30.83622866182509,LoMorph,OTHER,218.8821436704987,55.20856561907273
17551,218.0,53.0,15.81998021593563,+,51.0,7.0,11.682344337858126,LoMorph,OTHER,218.8877277722822,51.11991176231607
17552,218.0,53.0,26.69379236454688,+,54.0,35.0,58.98749701343888,LoMorph,OTHER,218.8907482756568,54.5997187491704
17553,218.0,53.0,42.2199204979006,+,47.0,22.0,21.66235933405744,LoMorph,OTHER,218.8950610890272,47.37268398870391
17554,218.0,54.0,18.3908185570408,+,54.0,50.0,3.0700853813442563,LoMorph,OTHER,218.9051085607103,54.83418613482815
17555,218.0,54.0,48.49449156252831,+,51.0,27.0,18.520756818064683,LoMorph,OTHER,218.9134706921007,51.455144654671685
17556,218.0,56.0,59.23075657695108,+,47.0,37.0,33.692168192148415,LoMorph,OTHER,218.94978632127132,47.6260256022756
17557,218.0,57.0,8.517528084296373,+,49.0,27.0,50.91485192515847,LoMorph,OTHER,218.95236598002344,49.464143014423655
17558,218.0,58.0,9.571189077628333,+,55.0,32.0,49.89429915961978,LoMorph,OTHER,218.9693253302993,55.54719286087767
17559,218.0,58.0,10.084826561405862,+,52.0,34.0,17.5642397910741,LoMorph,OTHER,218.96946800737817,52.57154562216419
17560,218.0,58.0,29.86127634321292,+,50.0,50.0,4.889940884143584,LoMorph,OTHER,218.9749614656509,50.8346916502456
17562,218.0,59.0,50.94538224088637,+,47.0,30.0,15.823766646050784,LoMorph,OTHER,218.99748482840025,47.50439549073501
17563,219.0,0.0,8.42583426543797,+,51.0,29.0,2.574622450393917,LoMorph,OTHER,219.00234050951812,51.48404850623622
17564,219.0,0.0,20.25307138903827,+,56.0,42.0,51.63751356218597,LoMorph,OTHER,219.0056258531636,56.71434375376728
17565,219.0,1.0,42.48714883714456,+,55.0,47.0,16.347658528137572,LoMorph,OTHER,219.0284686524548,55.78787434959115
17566,219.0,2.0,49.68822888954946,+,55.0,57.0,20.69961970381541,LoMorph,OTHER,219.047135619136,55.95574989436217
17567,219.0,4.0,51.73729003061908,+,48.0,32.0,10.435237867277465,LoMorph,OTHER,219.0810381361196,48.53623201051869
17569,219.0,6.0,14.329723309494966,+,48.0,49.0,11.797978074796449,LoMorph,OTHER,219.10398047869708,48.81994388279856
17571,219.0,6.0,52.02825756964785,+,52.0,13.0,54.96691581342191,LoMorph,OTHER,219.1144522937693,52.23193525439262
17572,219.0,6.0,54.297879560103866,+,50.0,51.0,40.40596505974975,LoMorph,OTHER,219.11508274432225,50.861223879183264
17575,219.0,8.0,2.523972972330739,+,54.0,15.0,23.63717345027112,LoMorph,OTHER,219.1340344369368,54.25656588151397
17577,219.0,9.0,21.980669426907298,+,56.0,12.0,29.280855393462275,LoMorph,OTHER,219.15610574150747,56.20813357094263
17578,219.0,10.0,37.00696446891243,+,56.0,8.0,17.168494518808757,LoMorph,OTHER,219.1769463790192,56.13810235958856
17580,219.0,10.0,58.45200298485906,+,49.0,39.0,10.256879605078096,LoMorph,OTHER,219.1829033341625,49.65284913322363
17582,219.0,11.0,10.549714731407676,+,51.0,54.0,42.93701630271357,LoMorph,OTHER,219.1862638096476,51.911926948972976
17583,219.0,12.0,55.86040962747802,+,53.0,7.0,5.306770900809283,LoMorph,OTHER,219.21551678045208,53.11814076969467
17584,219.0,14.0,20.48741696438356,+,54.0,48.0,29.2972456008539,LoMorph,OTHER,219.2390242824901,54.808138123778015
17585,219.0,14.0,22.926558459730582,+,56.0,39.0,24.209366696522352,LoMorph,OTHER,219.2397018217944,56.65672482408237
17586,219.0,14.0,33.937376249375575,+,51.0,4.0,31.271643992881195,LoMorph,OTHER,219.2427603822915,51.07535323444247
17587,219.0,15.0,10.665564265059402,+,50.0,56.0,55.89240047863996,LoMorph,OTHER,219.2529626567403,50.94885900013296
17588,219.0,15.0,31.9308100690364,+,50.0,56.0,13.588799209497324,LoMorph,OTHER,219.2588696694636,50.937107999780416
17589,219.0,15.0,39.63960365530284,+,54.0,48.0,43.627005518449096,LoMorph,OTHER,219.26101100101536,54.812118612644014
17590,219.0,16.0,39.05506422777535,+,54.0,40.0,2.1779333810769685,LoMorph,OTHER,219.27751529561883,54.66727164816141
17591,219.0,17.0,13.416374182593245,+,50.0,59.0,31.51934261547126,LoMorph,OTHER,219.2870601039396,50.99208870628208
17593,219.0,18.0,33.40249349316309,+,54.0,2.0,14.177045420463514,LoMorph,OTHER,219.3092784704148,54.03727140150568
17594,219.0,19.0,10.426126792751802,+,47.0,17.0,25.764969480899254,LoMorph,OTHER,219.319562812998,47.29049026930025
17595,219.0,19.0,47.09975935319108,+,46.0,30.0,52.64746099701654,LoMorph,OTHER,219.3297499331537,46.51462429472139
17596,219.0,20.0,57.51555747256134,+,47.0,36.0,15.463300117340282,LoMorph,OTHER,219.3493098770757,47.604295361143706
17597,219.0,21.0,34.7910740504426,+,50.0,46.0,0.7338251384049954,LoMorph,OTHER,219.35966418723623,50.76687050698289
17598,219.0,21.0,57.12711566796088,+,48.0,9.0,4.544286866388916,LoMorph,OTHER,219.3658686432411,48.15126230190733
17599,219.0,22.0,48.51702554070016,+,53.0,35.0,38.92068903544441,LoMorph,OTHER,219.3801436182057,53.59414463584318
17601,219.0,23.0,30.02132237206297,+,56.0,32.0,31.21867731183727,LoMorph,OTHER,219.3916725895478,56.54200518814218
17602,219.0,23.0,39.44343382264151,+,51.0,8.0,14.53251192260268,LoMorph,OTHER,219.3942898427285,51.13737014220072
17603,219.0,23.0,54.87506417653776,+,45.0,58.0,45.26571650225833,LoMorph,OTHER,219.3985764067157,45.97924047680618
17604,219.0,24.0,0.5277415452815148,+,53.0,51.0,45.84274945321397,LoMorph,OTHER,219.4001465948737,53.86273409707034
17605,219.0,25.0,0.3457388007291229,+,47.0,56.0,38.25831072309654,LoMorph,OTHER,219.4167627052224,47.94396064186753
17606,219.0,25.0,30.32513649914108,+,49.0,16.0,42.56231564283951,LoMorph,OTHER,219.4250903156942,49.27848953212301
17608,219.0,26.0,15.857813965728838,+,48.0,35.0,24.02058855612665,LoMorph,OTHER,219.43773828165715,48.59000571904337
17609,219.0,27.0,25.70250148242394,+,49.0,27.0,36.51268259799736,LoMorph,OTHER,219.45713958374512,49.46014241183278
17610,219.0,27.0,29.205963062865976,+,49.0,14.0,13.213030577967402,LoMorph,OTHER,219.45811276751743,49.23700361960499
17611,219.0,27.0,50.04244134265036,+,51.0,32.0,44.70313777086858,LoMorph,OTHER,219.4639006781508,51.54575087160302
17613,219.0,28.0,56.12087154203891,+,48.0,40.0,43.27787106406049,LoMorph,OTHER,219.48225579765057,48.6786882975178
17615,219.0,29.0,17.37276864533669,+,46.0,56.0,6.448752207062967,LoMorph,OTHER,219.48815910240148,46.93512465339085
17616,219.0,30.0,45.59606202255964,+,47.0,25.0,45.92663162439976,LoMorph,OTHER,219.51266557278404,47.42942406434011
17618,219.0,31.0,3.220939555515088,+,46.0,50.0,50.0292691376643,LoMorph,OTHER,219.51756137209875,46.84723035253824
17619,219.0,31.0,8.55745486421938,+,49.0,22.0,19.739950308950256,LoMorph,OTHER,219.51904373746228,49.37214998619693
17620,219.0,31.0,48.82944532154397,+,48.0,33.0,31.350299754263915,LoMorph,OTHER,219.5302304014782,48.55870841659841
17621,219.0,32.0,26.758315797410432,+,49.0,37.0,4.04360433515933,LoMorph,OTHER,219.5407661988326,49.6177898900931
